Harry Potter and the Forbidden Journey,42
Jurassic Park River Adventure,71
The Incredible Hulk Coaster,62
The Cat in the Hat,31
Hagrid’s Magical Creatures Motorbike Adventure,41
Skull Island: Reign of Kong,48
Popeye & Bluto’s Bilge-Rat Barges,49
Poseidon’s Fury,45
Doctor Doom’s Fearfall,24
The Mystic Fountain,22
